,module,mean_expression,mean_unspliced,highly_variable,means,dispersions,dispersions_norm,mean,std
PROGENITOR_Gene_0290,progenitor,2.7092,1.04,True,1.0608853011861403,1.4339684077942667,0.9002335,0.7016182607889175,0.7953256971460806
PROGENITOR_Gene_0291,progenitor,4.0956,1.4352,True,1.3006257066920681,1.4617158960867553,0.25703445,0.9108266436040402,0.8773574218116497
PROGENITOR_Gene_0292,progenitor,3.7342,1.311,True,1.2770116917568757,1.626381375314736,0.73715,0.8661956380665302,0.8758264517271904
PROGENITOR_Gene_0293,progenitor,1.4056,0.6932,True,0.6723982951490366,0.873780193327722,0.7992603,0.4766251733392477,0.5741058710811658
PROGENITOR_Gene_0294,progenitor,4.0708,1.3632,True,1.4136226308080955,2.063762544540705,1.5447378,0.8781037117004394,0.9702920766943343
PROGENITOR_Gene_0296,progenitor,4.2972,1.4448,True,1.3915746328530634,1.8042587014173974,0.8071757,0.9246086077868938,0.9351706536758202
PROGENITOR_Gene_0297,progenitor,6.8802,2.1836,True,1.8819447091725106,2.8273117832953036,1.6877948,1.0901002551466226,1.1840107457725473
PROGENITOR_Gene_0298,progenitor,2.1798,0.8878,True,0.947557026891235,1.3119957687280384,1.7808311,0.6355274362027645,0.7321841638162222
PROGENITOR_Gene_0300,progenitor,7.0604,2.0676,True,1.9333426339865731,2.9173706536750488,1.927557,1.111546162956953,1.2025625588671007
PROGENITOR_Gene_0301,progenitor,4.5932,1.518,True,1.6115635578384722,2.6342534063074625,2.3451612,0.8753473026394845,1.0953166868341875
PROGENITOR_Gene_0302,progenitor,4.084,1.3364,True,1.2949300724939161,1.3788473116239766,0.015414335,0.9292348692297936,0.8543122949797294
PROGENITOR_Gene_0303,progenitor,1.997,0.8488,True,0.843678085359551,1.0487558118549498,0.6572205,0.60366264295578,0.6478783677351997
PROGENITOR_Gene_0304,progenitor,4.4192,1.4404,True,1.4364579902995775,1.9695529944425374,0.87068295,0.9451595634758473,0.949342728193208
PROGENITOR_Gene_0305,progenitor,3.0774,1.1338,True,1.0949844018693942,1.2458500803444563,0.059819717,0.7731050420820713,0.7771048715984398
PROGENITOR_Gene_0306,progenitor,1.9644,0.8432,True,0.8455598480483112,1.0496979309298915,0.6599017,0.5961790178596973,0.6609264226851411
PROGENITOR_Gene_0307,progenitor,3.117,1.1478,True,1.1422748297263936,1.3956727208293305,0.4789278,0.7823643905431032,0.8153916478666529
PROGENITOR_Gene_0309,progenitor,7.5974,2.2516,True,1.8674403709928167,2.4134179835736123,1.2162349,1.192398556625843,1.1617960891641324
PROGENITOR_Gene_0310,progenitor,4.2944,1.4634,True,1.399883032419501,1.8507913259429911,0.9394308,0.9191871257603168,0.9475664398856167
PROGENITOR_Gene_0312,progenitor,4.2304,1.3924,True,1.400271474900845,1.8580633023678852,0.9600992,0.9333571647077799,0.930900243394949
PROGENITOR_Gene_0313,progenitor,7.4294,2.2356,True,1.9120984267509515,2.5750136564125716,1.016106,1.1251008359909058,1.2182177779694203
PROGENITOR_Gene_0314,progenitor,3.9704,1.3196,True,1.2681740176455896,1.3723160373313692,-0.003628917,0.9002835350871086,0.8544360663302756
PROGENITOR_Gene_0315,progenitor,4.0456,1.3064,True,1.3718774005004541,1.801209288113113,0.79850864,0.9075414120852947,0.9252717119185186
PROGENITOR_Gene_0318,progenitor,6.537,1.9576,True,1.6466035861539445,1.7957195819202914,0.005023067,1.1411289526045323,1.041445791920908
PROGENITOR_Gene_0319,progenitor,4.652,1.5236,True,1.3999272666908427,1.5408289909382735,0.058455434,0.9895722605347633,0.9127867527977532
PROGENITOR_Gene_0321,progenitor,4.0466,1.363,True,1.2812012839428994,1.3649637635212561,-0.02506596,0.9240870768845081,0.8464640236773955
PROGENITOR_Gene_0322,progenitor,6.7696,2.0802,True,1.7259182843883216,2.008948903120119,0.50681734,1.1660372157335281,1.0802668652977512
PROGENITOR_Gene_0326,progenitor,4.669,1.5588,True,1.4480045222313784,1.823551150147218,0.46132818,0.9572210502415895,0.9680608816067774
PROGENITOR_Gene_0327,progenitor,4.2278,1.3988,True,1.5129582149741196,2.5308261789158584,2.4443605,0.8695812091708184,1.016483853699694
PROGENITOR_Gene_0328,progenitor,2.687,1.0224,True,1.0821516504766144,1.5081648323518486,1.1033896,0.6992615565627813,0.8162592628363293
PROGENITOR_Gene_0329,progenitor,4.5884,1.5858,True,1.4758135819486007,2.011756042989998,0.98901033,0.9337169470489025,0.9961047076141122
PROGENITOR_Gene_0331,progenitor,2.7222,1.0366,True,1.1324409703067317,1.7356787565827112,1.4300475,0.712461716350913,0.8400776945591091
PROGENITOR_Gene_0333,progenitor,3.7134,1.308,True,1.2292408381325453,1.401257477406372,0.08075571,0.8686033926486969,0.8367530065261763
PROGENITOR_Gene_0335,progenitor,4.5016,1.5418,True,1.439915028729563,1.989584452882711,0.9268464,0.9438708285212517,0.9562426847558982
PROGENITOR_Gene_0336,progenitor,4.1684,1.3882,True,1.3568217784487806,1.770668696534333,0.71170616,0.8884144454687833,0.9294996258703048
PROGENITOR_Gene_0338,progenitor,5.9296,1.8474,True,1.5896646613427978,1.7673176998687494,-0.07423948,1.1023222341954708,1.0115259331561104
PROGENITOR_Gene_0339,progenitor,3.3424,1.237,True,1.1663222166173242,1.3633297570368532,0.38845283,0.8125495259553194,0.8160068951985168
PROGENITOR_Gene_0340,progenitor,4.727,1.581,True,1.4707940678113545,1.9398618447803218,0.78743595,0.9726775931358338,0.9707652024319311
PROGENITOR_Gene_0341,progenitor,4.2842,1.439,True,1.402773383437581,1.8162875959322067,0.84136426,0.9381225676178933,0.9341647338470199
PROGENITOR_Gene_0343,progenitor,2.9176,1.1138,True,1.1764014493357755,1.7690270940153532,1.5233349,0.7341918862104416,0.8665207415570166
PROGENITOR_Gene_0344,progenitor,3.157,1.1326,True,1.088598078402808,1.1023651051215049,-0.0077247755,0.7881203164637088,0.7646681407465652
PROGENITOR_Gene_0345,progenitor,5.5826,1.753,True,1.5228811237723954,1.6776087575383936,0.052140124,1.0630058282196522,0.981215268394496
PROGENITOR_Gene_0347,progenitor,4.489,1.4694,True,1.3909895324746087,1.6245712219855677,0.29646772,0.956772774964571,0.9242322043504596
PROGENITOR_Gene_0348,progenitor,2.988,1.1194,True,1.0803198894056134,1.2134486714341497,0.29643154,0.7632447329342366,0.7717545890877645
PROGENITOR_Gene_0349,progenitor,3.4158,1.2376,True,1.2657072154494797,1.8570314910759045,1.4096571,0.8158044708579779,0.8846688985812599
PROGENITOR_Gene_0351,progenitor,3.2132,1.1988,True,1.14853393410881,1.3271508877331002,0.28724745,0.814273992523551,0.794535385012203
PROGENITOR_Gene_0353,progenitor,2.216,0.9272,True,0.9407963294192907,1.2619467527691395,1.5519683,0.6365584519684315,0.7272023753754502
PROGENITOR_Gene_0354,progenitor,5.0322,1.6452,True,1.4713134219997677,1.809614810764861,0.42225397,1.01116740680933,0.9526997358632928
PROGENITOR_Gene_0356,progenitor,3.3722,1.1946,True,1.2408803954322691,1.6515086387502562,0.8104136,0.8135999777168036,0.8773686907773502
PROGENITOR_Gene_0357,progenitor,3.434,1.2048,True,1.2521913827102316,1.7172122205867044,1.0019857,0.8043417624741793,0.8926254881104514
PROGENITOR_Gene_0359,progenitor,2.9184,1.091,True,1.088742048331593,1.2683469261186457,0.4467477,0.7668468645274639,0.7728618732136158
PROGENITOR_Gene_0360,progenitor,1.7654,0.7964,True,0.7587379681697323,0.7959633508617524,0.5581542,0.5500493637084961,0.6100547196917662
PROGENITOR_Gene_0361,progenitor,9.0444,2.6056,True,2.1064927164540275,2.8839915145400363,0.7800024,1.2197196978956462,1.298479263998517
PROGENITOR_Gene_0364,progenitor,4.4158,1.4462,True,1.3644100712367573,1.56640666544655,0.13115233,0.962747385686636,0.8934901523519181
PROGENITOR_Gene_0365,progenitor,5.814,1.7842,True,1.657385189012542,2.2698441294698637,1.3278804,1.0586635214745999,1.0634081957387307
PROGENITOR_Gene_0366,progenitor,3.1402,1.163,True,1.1046978735029218,1.2401909182242896,0.043988995,0.7892819228976965,0.7733216421130504
PROGENITOR_Gene_0368,progenitor,7.608,2.267,True,1.8733921660249375,2.4588840179720144,0.7069362,1.2043953391075135,1.156538770711322
PROGENITOR_Gene_0370,progenitor,4.4638,1.4724,True,1.4295805435104985,1.926950294298906,0.751235,0.9530666678190232,0.9436027215903655
PROGENITOR_Gene_0371,progenitor,3.5328,1.284,True,1.300810269793124,1.8685129079803005,1.4431335,0.8250162546515465,0.9123559181745577
PROGENITOR_Gene_0373,progenitor,4.7162,1.565,True,1.4879100089817687,2.0038718435008773,0.9669049,0.969690871861577,0.983922747352005
PROGENITOR_Gene_0374,progenitor,1.6098,0.7618,True,0.7658365711105541,1.1336723689331318,0.8988828,0.5184742774605751,0.639876166318157
PROGENITOR_Gene_0375,progenitor,2.4676,1.017,True,0.9353652660052537,1.0082380254086114,0.3918156,0.6701792864203453,0.700275516013545
PROGENITOR_Gene_0376,progenitor,2.121,0.8584,True,0.8789888554422943,0.9467367762578299,0.110584304,0.6354332521528006,0.6650575666759186
PROGENITOR_Gene_0378,progenitor,5.5458,1.7814,True,1.5703552061481383,1.9194517341488622,0.35032856,1.0398016412615776,1.0239571021255018
PROGENITOR_Gene_0379,progenitor,4.5442,1.5222,True,1.4802425631182314,2.0019485650635835,0.96151245,0.9335189401715994,1.0014695153188506
PROGENITOR_Gene_0381,progenitor,3.6594,1.3234,True,1.2505958035986886,1.523047134988269,0.4358581,0.8527342175781727,0.8653762470378074
PROGENITOR_Gene_0382,progenitor,7.0158,2.118,True,1.7560289446536208,2.095033237335386,0.77773327,1.1759039888203144,1.0961684201043396
PROGENITOR_Gene_0385,progenitor,3.711,1.3144,True,1.28016718258238,1.651884176520758,0.8115086,0.8627043123036623,0.8784999892833201
PROGENITOR_Gene_0386,progenitor,5.7698,1.7718,True,1.6880904226024525,2.4334592555685166,1.8427935,1.053512803298235,1.0751043347904077
PROGENITOR_Gene_0387,progenitor,2.6926,1.0476,True,1.1392078063839983,1.9292749783442202,1.9716061,0.7009359364449977,0.8373383616876161
PROGENITOR_Gene_0389,progenitor,4.1012,1.3972,True,1.3996846894947157,1.9167693017818361,1.1269535,0.8869492180228233,0.9637505009456168
PROGENITOR_Gene_0390,progenitor,1.7602,0.7878,True,0.7359932866648874,0.7089891108116742,0.28867504,0.5451733667165041,0.585458558277348
PROGENITOR_Gene_0392,progenitor,4.594,1.482,True,1.4915464144474255,2.1583069044747005,1.3999044,0.9629080865293741,0.9735216626836349
PROGENITOR_Gene_0393,progenitor,3.7652,1.3114,True,1.2931423516973604,1.838231466516823,1.3548418,0.8661374827921391,0.8733369551855814
PROGENITOR_Gene_0394,progenitor,2.6988,1.0262,True,1.0599393575637222,1.3662287846668124,0.7147566,0.7197173933237792,0.7792581873210858
PROGENITOR_Gene_0397,progenitor,5.7382,1.8966,True,1.5331182904609315,1.6320340734236598,-0.075640544,1.0711737615644932,0.9920203086600813
PROGENITOR_Gene_0398,progenitor,3.0388,1.0864,True,1.1994916711115529,1.7130989088654565,1.3668835,0.75268164973557,0.8817920334169491
PROGENITOR_Gene_0399,progenitor,6.5236,1.9176,True,1.7236695437442089,2.1274632674288667,0.87979376,1.123735156595707,1.0942752600288452
PROGENITOR_Gene_0402,progenitor,4.9096,1.6024,True,1.6269165755146884,2.4296608006179747,1.7741945,0.9088724177122116,1.1163100272212416
PROGENITOR_Gene_0404,progenitor,3.5196,1.235,True,1.3046347907955016,1.9022523538905047,1.5415077,0.8332844743937254,0.906978911915893
PROGENITOR_Gene_0405,progenitor,3.7954,1.3502,True,1.3375407393026397,1.8877753809190283,1.044547,0.8536053064525128,0.927784127627334
PROGENITOR_Gene_0406,progenitor,3.6834,1.2714,True,1.3350980800157461,1.8762002236274813,1.0116479,0.8405438104838133,0.9370293446648048
PROGENITOR_Gene_0408,progenitor,4.636,1.5514,True,1.523630647879493,2.3269457587064633,1.872728,0.9485680264413356,0.998470411169927
PROGENITOR_Gene_0409,progenitor,6.2472,1.9358,True,1.8011971388555925,2.5591946905685967,1.635683,0.9914267430067062,1.2080212526902534
PROGENITOR_Gene_0411,progenitor,3.6426,1.234,True,1.2450604468548379,1.6028221770027313,0.6684584,0.8608797387361526,0.8470120271401171
PROGENITOR_Gene_0412,progenitor,5.513,1.7124,True,1.5188639437714522,1.6446071173866605,-0.040388692,1.0695186906099319,0.9703391571519495
PROGENITOR_Gene_0413,progenitor,3.6312,1.2482,True,1.37252846476411,2.139628280206981,1.7603636,0.801705857694149,0.9786995824663505
PROGENITOR_Gene_0415,progenitor,5.5216,1.6896,True,1.6844666228613792,2.44013212028949,1.8637936,0.9973050034672022,1.1065871485335057
PROGENITOR_Gene_0416,progenitor,3.4764,1.2764,True,1.1553047339627582,1.2342593978052019,0.02739639,0.841150446087122,0.7839768961479021
PROGENITOR_Gene_0417,progenitor,3.1884,1.1624,True,1.1236751729207641,1.3341797474918318,0.3069097,0.793303440490365,0.7873264275340757
PROGENITOR_Gene_0419,progenitor,3.8408,1.3148,True,1.2892224007515287,1.5804650749495814,0.6032717,0.8739170670032501,0.8836371824073097
PROGENITOR_Gene_0420,progenitor,2.9014,1.0676,True,1.0478645741187382,1.1110897968240305,0.016164178,0.7639393474817276,0.7339539668298787
PROGENITOR_Gene_0422,progenitor,4.7644,1.5134,True,1.4368962093526858,1.682738214333835,0.06652191,0.9986175114899873,0.9347640567682864
PROGENITOR_Gene_0423,progenitor,5.753,1.844,True,1.5640748480422817,1.806133516873321,0.034085754,1.065262334150076,1.0109590047706498
PROGENITOR_Gene_0424,progenitor,3.13,1.1348,True,1.2377705790005713,1.9300183643292397,1.6224651,0.7632007127255201,0.8924289333922857
PROGENITOR_Gene_0425,progenitor,2.5488,0.9972,True,1.011426208326593,1.2370116671855726,0.36094907,0.7086684649705887,0.7396590779139919
PROGENITOR_Gene_0427,progenitor,3.2994,1.1664,True,1.2006074389484738,1.535132666994915,0.86904764,0.8137763159692287,0.8417369487855099
PROGENITOR_Gene_0428,progenitor,1.94,0.827,True,0.8460526576510229,1.0977898364751706,0.79676545,0.5877310291320086,0.6685282401200312
PROGENITOR_Gene_0429,progenitor,4.1366,1.363,True,1.3076137917579018,1.4753738029745616,0.29685685,0.9244102997124195,0.869666311031833
PROGENITOR_Gene_0433,progenitor,5.8496,1.8676,True,1.6412063620528805,2.2025819635478903,1.1404742,1.0765140832006932,1.043362816336374
PROGENITOR_Gene_0434,progenitor,6.0292,1.8494,True,1.6231619584916652,1.9831148762872894,0.5279965,1.1094024528205395,1.023647809270985
PROGENITOR_Gene_0435,progenitor,6.0084,1.838,True,1.705720550965954,2.266883242924038,1.3185623,1.0745329224586486,1.0968572347393748
PROGENITOR_Gene_0436,progenitor,3.2704,1.179,True,1.1944618569977932,1.557872387010937,0.93265885,0.8011905611217022,0.8446940439087987
PROGENITOR_Gene_0437,progenitor,4.4316,1.4754,True,1.4459510219963754,1.9475836487216682,0.8090861,0.9120926959693432,0.9878812540219585
PROGENITOR_Gene_0438,progenitor,4.978,1.5972,True,1.5430074553699396,2.0571410930423975,0.7345851,0.9898008193254471,1.0169671815868762
PROGENITOR_Gene_0439,progenitor,5.3218,1.7274,True,1.4728653798896312,1.703149167108191,0.12374941,1.0412747486531735,0.940705447100762
PROGENITOR_Gene_0440,progenitor,7.6274,2.2886,True,1.8259199548179823,2.1782659804387055,0.53962445,1.2100621492147445,1.138937709654197
PROGENITOR_Gene_0441,progenitor,2.8358,1.0388,True,1.0970171536052786,1.530010981593792,0.8547205,0.748125592854619,0.7816120766948764
PROGENITOR_Gene_0442,progenitor,10.0506,2.7808,True,2.1348244221324726,2.7171921253576197,0.40235865,1.3616793973326684,1.272737247800771
PROGENITOR_Gene_0443,progenitor,3.7938,1.3298,True,1.1984735130975948,1.2457777870654045,0.059617486,0.8755839854955674,0.8036047750699066
PROGENITOR_Gene_0444,progenitor,1.6818,0.7558,True,0.739368682893867,0.793556270427169,0.5506962,0.538659413176775,0.5948816614789861
PROGENITOR_Gene_0445,progenitor,3.0674,1.1182,True,1.200447500025995,1.8979144108605834,1.8838793,0.7694306483328343,0.84722969780615
PROGENITOR_Gene_0446,progenitor,4.346,1.5156,True,1.4450206776257406,1.9984853400753035,0.9518024,0.8944474864363671,0.9972023086798893
PROGENITOR_Gene_0447,progenitor,3.4088,1.1828,True,1.236808371726893,1.5992112005780474,0.65792984,0.8238525160312653,0.868723553924968
PROGENITOR_Gene_0450,progenitor,3.1002,1.1562,True,1.1391826821463191,1.4879882014371062,0.73716754,0.7771068316757679,0.809040629220293
PROGENITOR_Gene_0451,progenitor,1.7982,0.8228,True,0.8785214161676084,1.4559299816798754,2.4390097,0.5308607246369124,0.7503077266400735
PROGENITOR_Gene_0453,progenitor,2.6064,1.0012,True,0.9976256910956504,1.2095705951009321,0.28581303,0.7042149016916752,0.7297544654934859
PROGENITOR_Gene_0454,progenitor,4.1796,1.4144,True,1.294456367553758,1.4391065827518743,0.19111243,0.9263110088646412,0.8579272166003137
PROGENITOR_Gene_0455,progenitor,3.4354,1.223,True,1.1491720823351002,1.2057774474875906,-0.05227792,0.8269039520919323,0.7929948788242503
PROGENITOR_Gene_0456,progenitor,5.4472,1.78,True,1.5683588386478737,1.9998585565699711,0.5747239,1.0437094414114951,1.0145943096526637
PROGENITOR_Gene_0459,progenitor,2.227,0.8882,True,0.985025540887549,1.530610595056488,1.1648481,0.6373286549985409,0.7600450761052188
PROGENITOR_Gene_0460,progenitor,2.0916,0.8722,True,0.9198302807839376,1.3738385607605672,2.0636241,0.5896938970506191,0.7434075093938548
PROGENITOR_Gene_0461,progenitor,0.9822,0.5896,True,0.5607505291972391,0.9291051223114718,1.5900588,0.3754078644782305,0.5425648210307715
PROGENITOR_Gene_0462,progenitor,3.7428,1.2872,True,1.327551165444466,1.8815241799357205,1.0267798,0.830610122424364,0.9362148614962439
PROGENITOR_Gene_0463,progenitor,7.3574,2.1556,True,1.8216894688303436,2.243598597371866,0.72760814,1.183970392265916,1.1384257490742646
PROGENITOR_Gene_0466,progenitor,4.19,1.4004,True,1.3946919627001353,1.8395514196855471,0.9074847,0.9054505702674389,0.9501189012864454
PROGENITOR_Gene_0471,progenitor,5.6148,1.7852,True,1.5744785576896188,1.9787242719022167,0.5157434,1.036455090200901,1.0205123241664806
PROGENITOR_Gene_0473,progenitor,4.3856,1.4874,True,1.3933888667327803,1.7622019226616863,0.68764186,0.9203939967483282,0.9451778820603475
PROGENITOR_Gene_0474,progenitor,3.4366,1.2368,True,1.1579132016155542,1.2073171572522494,-0.047970794,0.8369062632143498,0.7946694453201428
PROGENITOR_Gene_0475,progenitor,2.7504,1.0514,True,1.0359558094395669,1.2255439526057699,0.32954946,0.7254175797611475,0.7527271548704176
PROGENITOR_Gene_0476,progenitor,5.128,1.6902,True,1.486469935031306,1.7381659808407084,0.2219283,1.0173930534362794,0.9714196322450523
PROGENITOR_Gene_0477,progenitor,3.779,1.3316,True,1.349564333652888,1.994576669528394,1.3480977,0.8551772797763347,0.926503322742182
PROGENITOR_Gene_0478,progenitor,3.5054,1.2904,True,1.2993838147143728,1.8607154142947466,1.4203984,0.8106281569749116,0.9252744257227125
PROGENITOR_Gene_0479,progenitor,1.9378,0.8452,True,0.838195506334622,1.0744707660625943,0.7304022,0.5916521561086178,0.6542585854067958
PROGENITOR_Gene_0480,progenitor,4.071,1.344,True,1.3052997796046606,1.504635156304331,0.38217425,0.906185031992197,0.8800378301874342
PROGENITOR_Gene_0481,progenitor,2.5532,1.0138,True,1.0058348195236555,1.175987548573665,0.19385979,0.7072920859485865,0.7388815230144994
PROGENITOR_Gene_0483,progenitor,2.315,0.9368,True,1.0093907424708342,1.5484104172840236,1.2135855,0.6573851260125637,0.7654546699648348
PROGENITOR_Gene_0486,progenitor,7.3226,2.1998,True,1.9742704093261885,3.0573743273875387,2.3002863,1.108685357502103,1.2198053154282449
PROGENITOR_Gene_0487,progenitor,4.8826,1.5788,True,1.6006866166686657,2.309408248045203,1.4385996,0.9356114399760962,1.0861908159260292
PROGENITOR_Gene_0490,progenitor,2.8252,1.0472,True,1.0905324802377456,1.4591464998062904,0.96917325,0.7302912660837173,0.7991589808123426
PROGENITOR_Gene_0491,progenitor,3.2546,1.1928,True,1.286731589149278,1.9883613428650173,1.7925758,0.7339248890638351,0.9650059065662254
PROGENITOR_Gene_0493,progenitor,3.211,1.178,True,1.2816518084394515,2.025431523628662,1.9006615,0.7092693904578686,0.9775846964792655
PROGENITOR_Gene_0494,progenitor,6.0148,1.8894,True,1.7201232835322844,2.4248672896551824,1.8157537,0.9815037093609571,1.1555137481949813
PROGENITOR_Gene_0497,progenitor,7.4522,2.2924,True,1.7903094778508273,2.0986482622818006,0.31053784,1.215705075865984,1.1091684619433335
PROGENITOR_Gene_0498,progenitor,2.8572,1.0942,True,1.0774684335992708,1.2888848930291608,0.5029824,0.7502441170811653,0.7771927765990616
PROGENITOR_Gene_0499,progenitor,4.8788,1.5848,True,1.5106726482020447,2.0173699314396307,1.0047504,0.9911896437823773,0.9872878929859189
PROGENITOR_Gene_0500,progenitor,2.8228,1.0444,True,1.1023719205215927,1.494404449358027,0.7551161,0.7222861920684576,0.8190165182025858
PAN_NEURAL_Gene_0065,pan_neural,11.4916,3.279,True,1.7293755608937873,1.9067759710966972,0.185269,1.126843392443657,1.1389733490712188
PAN_NEURAL_Gene_0067,pan_neural,7.5936,2.3148,True,1.4138150392583542,1.5028438791437018,-0.0495059,0.9536630511164665,0.9768544004794676
PAN_NEURAL_Gene_0090,pan_neural,4.0114,1.3326,True,0.9743459925423057,0.9264245166630953,0.017700927,0.6840156687021256,0.7534459519006674
PAN_NEURAL_Gene_0108,pan_neural,11.3036,3.3908,True,1.7314343127762812,1.855706154374988,0.02454723,1.1485937523365022,1.12894229654338
PAN_NEURAL_Gene_0120,pan_neural,8.9814,2.5518,True,1.5325806070178336,1.6637626274460144,0.013318842,1.0117367795109748,1.0463628857794112
PAN_NEURAL_Gene_0132,pan_neural,17.3454,4.6872,True,2.0898613639473327,2.21515092996765,0.09870224,1.371389468741417,1.2963830419674072
PAN_NEURAL_Gene_0160,pan_neural,16.7974,4.6432,True,2.0748441628211123,2.1880073190066716,0.010778414,1.3541980116784573,1.3001939325494911
PAN_NEURAL_Gene_0185,pan_neural,1.5862,0.7592,True,0.5216594216838792,0.22316563535241057,-0.016330887,0.39463297302722933,0.48361695203889
PAN_NEURAL_Gene_0210,pan_neural,13.1378,3.7078,True,1.850355204465973,2.0051178684819098,0.041419834,1.212773787868023,1.1895959796509157
PAN_NEURAL_Gene_0296,pan_neural,16.488,4.6442,True,2.041513712926494,2.2133549647865123,0.09288473,1.3233982442855834,1.2825003260503607
PAN_NEURAL_Gene_0314,pan_neural,10.909,3.006,True,1.6793429537820295,1.8656102257350335,0.055716325,1.090343824648857,1.1199148085327484
PAN_NEURAL_Gene_0381,pan_neural,11.12,3.278,True,1.710778694025127,1.842928769648206,-0.015664464,1.1267299386322498,1.1273371118160718
PAN_NEURAL_Gene_0388,pan_neural,10.9882,3.178,True,1.7179991040202909,1.8249084483731075,-0.0723762,1.1403816306233405,1.1254698419990858
PAN_NEURAL_Gene_0401,pan_neural,8.6532,2.6214,True,1.5190268998709897,1.6397469703152066,-0.054015398,1.0010957765340804,1.0442305544770853
PAN_NEURAL_Gene_0404,pan_neural,16.6248,4.5918,True,2.061641614799643,2.2374634717509063,0.17097722,1.3250912162780761,1.3009493959693985
PAN_NEURAL_Gene_0412,pan_neural,17.5018,4.6546,True,2.089286031864029,2.2447814843545637,0.19468178,1.363422542822361,1.2967901924139031
PAN_NEURAL_Gene_0462,pan_neural,5.667,1.7978,True,1.185336874877385,1.2562499035203774,0.08891178,0.8058814821660518,0.8682398128622785
PAN_NEURAL_Gene_0465,pan_neural,17.0324,4.6244,True,2.0751102657282825,2.246011941481645,0.1986675,1.3313694055140017,1.3097259866701172
PAN_NEURAL_Gene_0477,pan_neural,16.0538,4.5398,True,2.016379408783879,2.2482288864721234,0.20584863,1.2764917061090468,1.2876523431205595
PAN_NEURAL_Gene_0496,pan_neural,11.4878,3.2328,True,1.7430765774642916,1.832913875093111,-0.04718233,1.1670016164541244,1.1286290597167867
PAN_NEURAL_Gene_0506,pan_neural,13.6272,3.7844,True,1.8620335655816427,2.07340127714271,0.2378939,1.20178607275486,1.2007328869004157
PAN_NEURAL_Gene_0512,pan_neural,10.9314,3.185,True,1.6961883629520536,1.8443708370510388,-0.011126135,1.1204310013830663,1.1136641528735172
PAN_NEURAL_Gene_0525,pan_neural,11.9136,3.463,True,1.7541918459509453,1.990864305290417,0.4499033,1.1227639498889446,1.1592247796090007
PAN_NEURAL_Gene_0528,pan_neural,16.5914,4.584,True,2.054663992535224,2.1830276656893086,-0.0053517222,1.338814049577713,1.2906120894673354
EXC_NEURON_Gene_0018,exc_neuron,2.7448,1.0394,True,0.7516322818305677,0.6420240463512149,0.08119186,0.540736767244339,0.6298420507428031
EXC_NEURON_Gene_0044,exc_neuron,7.6652,2.2784,True,1.4216131034104724,1.5237740373910609,0.009981823,0.9491353990674019,0.9896014270965123
EXC_NEURON_Gene_0064,exc_neuron,10.3678,2.9908,True,1.6419106322932775,1.817337267080738,0.06535262,1.0692879047751427,1.1018200684969017
EXC_NEURON_Gene_0084,exc_neuron,7.5782,2.361,True,1.4182106177756453,1.510518820177163,-0.027692173,0.9500016693234443,0.9855203910774494
EXC_NEURON_Gene_0099,exc_neuron,8.538,2.4756,True,1.4812209067400066,1.6655507780819279,0.018332394,0.9638255711734295,1.0302704794729316
EXC_NEURON_Gene_0108,exc_neuron,12.3196,3.5068,True,1.784924420076693,1.978203725939134,-0.036021095,1.14926124535203,1.1752981773242512
EXC_NEURON_Gene_0110,exc_neuron,8.6642,2.5902,True,1.4971019427046393,1.677976384222586,0.053170864,0.9748869558334351,1.0372007672229133
EXC_NEURON_Gene_0118,exc_neuron,2.707,1.0814,True,0.7588539812891755,0.6120236622109173,-0.011760711,0.5495991413295269,0.6306689407099665
EXC_NEURON_Gene_0151,exc_neuron,1.9978,0.8656,True,0.606019940438532,0.43501029121422885,-0.04651607,0.44380285225510596,0.5462611813304523
EXC_NEURON_Gene_0210,exc_neuron,5.672,1.7962,True,1.2003545361529666,1.2525095316237647,0.07844861,0.8200124878287315,0.8723886410454718
EXC_NEURON_Gene_0295,exc_neuron,9.6162,2.8566,True,1.5877599895154686,1.7708055755030694,-0.0645057,1.0276201476454734,1.0838424327001135
INH_NEURON_Gene_0053,inh_neuron,7.5422,2.2466,True,1.412481514926698,1.5050826877289234,-0.043142755,0.9471368801116944,0.9822679520100828
INH_NEURON_Gene_0066,inh_neuron,12.952,3.7268,True,1.8365881487965978,2.0198682987340133,0.08386172,1.191399617177248,1.190558318267496
INH_NEURON_Gene_0085,inh_neuron,16.9784,4.744,True,2.082204668177112,2.2362997177584454,0.16720757,1.3444063362002372,1.3087253939836692
INH_NEURON_Gene_0123,inh_neuron,10.1576,2.9066,True,1.6370522616712995,1.8070719454884352,0.036704674,1.069284587275982,1.0973993850866155
INH_NEURON_Gene_0214,inh_neuron,7.5754,2.295,True,1.403538279406883,1.5097971790880094,-0.029743223,0.9380991008877754,0.9792729667429643
INH_NEURON_Gene_0232,inh_neuron,1.57,0.7222,True,0.5196797136412143,0.2196849329152351,-0.031434257,0.39401209823191163,0.4806636332035988
INH_NEURON_Gene_0252,inh_neuron,6.835,2.1592,True,1.3139738991729637,1.5029951418470968,0.37739247,0.8569498882234097,0.9518345968404646
INH_NEURON_Gene_0288,inh_neuron,11.3808,3.2068,True,1.7223766162341843,1.8490794667725676,0.003692389,1.134703469491005,1.1327358073980727
